Survey ResponseID,frequency,monetary,avg_order_value,total_quantity,recency_days,tenure_days,avg_inter_purchase_days,category_diversity,category_entropy,spend_trend_ratio,future_6m_spend
R_1pL4BK9laiUNvWN,4,115.85,28.96,4.0,37.0,143.0,71.5,4,2.0,0.3476,28.22
R_1pLs697IiOAJCa7,39,610.17,15.65,41.0,1.0,179.0,6.88,26,4.0798,0.669,642.27
R_1pMUQH27gPJQw04,123,1915.42,15.57,132.0,1.0,179.0,3.31,84,6.171,1.5233,3366.02
R_1pPw8i2Yto3pLYu,7,167.93,23.99,7.0,36.0,144.0,48.0,5,2.1281,0.05,56.79
R_1pSArFUB4sIGaNg,13,284.32,21.87,18.0,15.0,165.0,20.62,11,3.3927,3.4439,418.47
R_1pSEkm1mOy4kpKO,5,90.64,18.13,5.0,7.0,173.0,86.5,3,1.5219,2.6741,809.88
R_1pSRbGT6WzVupZo,31,826.66,26.67,31.0,4.0,176.0,9.26,25,4.5026,1.7756,975.08
R_1pWJvtYt20XIeSA,55,1005.17,18.28,55.0,4.0,176.0,9.78,35,4.8311,0.9098,726.6899999999999
R_1pXW6O7eeECXNNK,1,99.0,99.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,138.27
R_1pXmZFz3j3TjBxz,39,990.12,25.39,39.0,25.0,155.0,11.07,27,4.4545,0.2951,237.73
R_1pZ3iFUrVbcqgdX,80,1608.68,20.11,83.0,1.0,179.0,5.26,58,5.6842,1.5518,2709.14
R_1plD4x5sccHA0kX,9,146.76,16.31,9.0,41.0,139.0,27.8,5,2.0588,0.9676,239.29
R_1plN2AGfPYfGLdD,2,24.9,12.45,2.0,180.0,0.0,180.0,2,1.0,0.0,156.75
R_1pm2Wo5wrQSY0Gm,45,901.47,20.03,47.0,3.0,177.0,7.38,31,4.7136,0.6457,971.25
R_1pnhq1TIYM82Ou1,7,120.94,17.28,7.0,9.0,171.0,42.75,6,2.5216,3.9283,182.34
R_1prtkRarVfaLJU8,19,553.15,29.11,19.0,14.0,166.0,18.44,10,2.8581,2.408,564.75
R_1ps5hYxMGQuqcuP,32,930.13,29.07,40.0,6.0,174.0,14.5,21,4.0,0.2764,958.3
R_1psTlOFeWx4gWdX,59,938.71,15.91,68.0,8.0,172.0,6.37,34,4.8951,1.0912,1365.33
R_1ptXmYOKR345Q4x,1,17.7,17.7,2.0,180.0,0.0,180.0,1,-0.0,0.0,35.96
R_1ptwRLUhiJsYcal,8,140.95,17.62,10.0,151.0,29.0,29.0,8,3.0,0.0,89.75
R_1pu0ApV4WUQDdWW,72,1604.04,22.28,83.0,4.0,176.0,5.03,32,4.1847,0.4815,712.68
R_1pu4x2PBb4LrSWk,85,1486.81,17.49,92.0,4.0,176.0,4.89,58,5.4865,1.1269,1751.41
R_1pu6yYPsuymsIIz,75,1742.75,23.24,77.0,2.0,178.0,5.74,45,5.1739,0.4792,1825.35
R_1pu7qL1RTxOuadp,7,167.87,23.98,7.0,21.0,159.0,31.8,6,2.5216,0.5705,337.64
R_1pxM7P5tV3JinW2,4,81.37,20.34,4.0,180.0,0.0,180.0,4,2.0,0.0,314.54
R_1q2PkAEghQ6YRci,1,21.99,21.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1q3UKgnUTHUnyI9,24,505.08,21.04,24.0,7.0,173.0,17.3,20,4.2202,2.5352,350.21999999999997
R_1q3vKaKE1RXo08q,5,106.03,21.21,5.0,123.0,57.0,28.5,3,1.371,0.0,113.97999999999999
R_1q4eVtHN10S5gPB,19,298.2,15.69,19.0,32.0,148.0,24.67,16,3.9321,0.0719,490.0
R_1q51MUZiWC54X4d,10,141.81,14.18,11.0,56.0,124.0,31.0,4,1.3568,0.7139,301.74
R_1q7AvsyRPpTSWFi,30,632.75,21.09,30.0,28.0,152.0,9.5,14,3.3199,0.3773,1849.62
R_1q7GuBNrrAGdxx3,33,1049.01,31.79,35.0,7.0,173.0,12.36,22,4.1361,4.7185,1842.24
R_1q9cuo94fxvO4rl,17,447.2,26.31,18.0,34.0,146.0,16.22,15,3.8078,1.3666,490.7
R_1qU5mT6xlj8KYSL,15,311.2,20.75,15.0,4.0,176.0,22.0,14,3.7736,0.8925,196.14000000000001
R_1qXa6rLKlwTkwDN,65,1535.2,23.62,72.0,11.0,169.0,4.69,39,5.0705,2.0964,1430.32
R_1qaDMcvmS2zi8dl,5,110.28,22.06,5.0,162.0,18.0,6.0,4,1.9219,0.0,689.05
R_1qb1cFLNdiuFGt2,21,412.14,19.63,21.0,3.0,177.0,14.75,14,3.5178,0.7104,1403.05
R_1qbblQgKWPBaDgI,54,678.26,12.56,54.0,43.0,137.0,22.83,27,3.8208,0.0658,105.21
R_1qdM04tmzKHGwRP,2,177.45,88.72,2.0,103.0,77.0,77.0,2,1.0,0.0,0.0
R_1qdM6yLQigCFrkd,35,515.85,14.74,35.0,17.0,163.0,10.87,22,4.1259,1.3176,1362.6399999999999
R_1qeyM2GF7cedcyA,1,10.99,10.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1qfF8W5w5vEIPDa,32,583.18,18.22,32.0,39.0,141.0,8.81,17,3.6748,0.4899,24.95
R_1qfSXsAL6NQlvsB,14,416.15,29.73,19.0,49.0,131.0,26.2,9,3.0391,0.4546,614.72
R_1qfUBCkCaoauqLZ,28,599.31,21.4,28.0,9.0,171.0,21.38,23,4.4233,0.1316,146.83
R_1qgPz4asGPArm6S,1,7.15,7.15,1.0,180.0,0.0,180.0,1,-0.0,0.0,41.99
R_1qgQimbKowqGngY,1,29.99,29.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1qh2Jd0oysYajeA,6,141.42,23.57,6.0,52.0,128.0,32.0,5,2.2516,7.3434,0.0
R_1qhe0MeBprincPa,12,371.43,30.95,12.0,40.0,140.0,70.0,12,3.585,0.148,554.4399999999999
R_1r18PD3TjJe3i53,14,228.68,16.33,15.0,108.0,72.0,36.0,9,3.0391,0.0,383.0
R_1r2BD0NVLJaM7rU,59,1007.15,17.07,64.0,6.0,174.0,5.61,27,4.393,1.2608,1293.67
R_1r33v6LzEZZ2k55,9,169.44,18.83,9.0,1.0,179.0,29.83,7,2.7255,0.5913,114.91
R_1r383E60yWIJ5G0,7,104.72,14.96,7.0,49.0,131.0,26.2,2,0.9852,0.5212,99.97
R_1r67uJMT2pr31JQ,16,274.45,17.15,16.0,47.0,133.0,22.17,11,3.2028,0.9132,496.39
R_1r6N3kesE63C7Fn,3,31.0,10.33,3.0,90.0,90.0,90.0,3,1.585,0.1347,154.95
R_1r7hO2SIueII6PO,13,343.9,26.45,13.0,52.0,128.0,25.6,9,2.9312,0.1986,464.83
R_1r7jkZtN6gSkJyg,9,158.89,17.65,10.0,2.0,178.0,22.25,6,2.4194,0.9386,367.41
R_1r82CKnMNz2scZO,40,595.2,14.88,40.0,8.0,172.0,13.23,25,4.3118,2.12,418.45
R_1r8gY2xmbOaJ5pE,2,23.38,11.69,2.0,180.0,0.0,180.0,2,1.0,0.0,9.99
R_1r8u9f1vT8Y3HrC,102,1918.23,18.81,116.0,9.0,171.0,4.62,63,5.4412,1.2803,2345.77
R_1rAK3r0iMJ5BheI,4,39.18,9.79,4.0,144.0,36.0,18.0,4,2.0,0.0,102.14999999999999
R_1rAoEVZg0xO49I3,34,778.1,22.89,34.0,1.0,179.0,13.77,24,4.4548,1.6036,1447.55
R_1rCUSJlDlnXVC1y,72,1086.52,15.09,76.0,4.0,176.0,5.5,26,3.3312,0.7331,1184.9
R_1rHP3EmlowTtvaq,4,67.18,16.8,6.0,2.0,178.0,89.0,4,2.0,1.5476,131.92000000000002
R_1rHtpq9LwtHa0V4,6,118.46,19.74,6.0,19.0,161.0,53.67,3,1.4591,1.9257,184.29
R_1rJ5snEIaDSYcnn,16,993.58,62.1,16.0,20.0,160.0,12.31,15,3.875,1.1589,384.99
R_1rMlnoUATCyO8KK,2,45.98,22.99,2.0,180.0,0.0,180.0,2,1.0,0.0,31.339999999999996
R_1rMs03OIf8bVbx6,1,49.86,49.86,1.0,180.0,0.0,180.0,1,-0.0,0.0,36.68
R_1rN94b3BDRwMVcm,11,242.22,22.02,11.0,2.0,178.0,59.33,11,3.4594,1.2673,90.56
R_1rNf6ssFroMth4I,20,1416.35,70.82,20.0,3.0,177.0,11.8,12,3.1464,1.4148,1986.32
R_1rOfWmbojHyk1fc,1,23.99,23.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_1rPQIXSf3d1wvFO,43,1298.08,30.19,49.0,30.0,150.0,10.71,26,4.2602,0.2106,1111.67
R_1rcadhCsG2vfzpY,25,598.23,23.93,25.0,12.0,168.0,21.0,18,3.9435,1.4611,185.01999999999998
R_1rj2wuzuPHoYYzb,6,236.46,39.41,6.0,64.0,116.0,38.67,4,1.7925,0.0791,46.739999999999995
R_1rkUn6bWRLPJ6Hy,3,51.69,17.23,3.0,89.0,91.0,45.5,3,1.585,0.4479,15.83
R_1rlHEnAuKz9LH9S,21,524.89,24.99,21.0,69.0,111.0,12.33,18,4.1066,1.9608,447.57
R_1rlhYXAI77eUSbB,68,988.24,14.53,68.0,4.0,176.0,5.18,42,4.9525,0.9657,484.75
R_1roTOelTygZr5G8,52,1227.38,23.6,58.0,9.0,171.0,17.1,28,4.3849,0.4069,2458.3199999999997
R_1roblAhHdx5MsWd,6,94.94,15.82,6.0,25.0,155.0,77.5,4,1.9183,0.4844,136.82
R_1rpJ78WSTGhkjf3,6,79.96,13.33,6.0,23.0,157.0,78.5,3,1.4591,1.6895,387.8
R_1rpKvwP7VAtzJqH,10,405.4,40.54,10.0,11.0,169.0,24.14,8,2.8464,0.8728,322.97
R_1rq9oimamSF6rsF,19,659.6,34.72,29.0,21.0,159.0,13.25,15,3.7871,0.7598,745.21
R_1rqc9qLvNu03vWC,56,1267.14,22.63,59.0,2.0,178.0,3.87,28,3.8304,0.789,834.45
R_1rr9XOz2pHFyWi3,12,144.81,12.07,12.0,5.0,175.0,21.88,8,2.6175,0.6553,324.33
R_1rrC3Wsd5Y38mOA,23,489.03,21.26,23.0,12.0,168.0,18.67,19,4.0188,0.2384,149.54000000000002
R_1rrj7tv0EQwdKmn,42,638.69,15.21,49.0,5.0,175.0,11.67,26,4.4123,0.5592,679.66
R_1rv4LkeRqQ0L6W7,1,174.99,174.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.5
R_1rv6C0xXvnmfYMh,23,712.98,31.0,23.0,17.0,163.0,20.38,15,3.5884,0.9311,621.38
R_1rvSssRW5hO4UME,14,294.43,21.03,15.0,1.0,179.0,14.92,9,2.8352,8.2443,556.46
R_1rwP479XGz8y5Wk,22,411.98,18.73,22.0,2.0,178.0,16.18,17,3.914,1.3954,379.67
R_1rwPbDimMLAMIjX,4,200.84,50.21,4.0,2.0,178.0,178.0,4,2.0,0.9153,1123.91
R_1rwhkWp9UYemFEH,28,402.76,14.38,28.0,6.0,174.0,15.82,22,4.3518,0.6924,306.99
R_1rwrLVr6jBONnIg,240,5658.27,23.58,259.0,4.0,176.0,2.2,108,6.1343,1.0305,6200.3
R_1rwuX4wk0894iAd,8,152.86,19.11,8.0,83.0,97.0,32.33,5,2.1556,0.2172,127.73
R_1rxh8W9RfDR9wu7,9,169.44,18.83,9.0,19.0,161.0,32.2,4,1.4466,1.9742,296.63
R_1zVJnDAfoFLamOd,72,1072.58,14.9,74.0,12.0,168.0,5.79,51,5.399,0.5289,1628.51
R_20M6h8zoTN9Ddxq,30,543.04,18.1,30.0,12.0,168.0,15.27,21,4.2314,1.0283,824.98
R_20MRqdCxs3CJOBI,108,1919.55,17.77,108.0,1.0,179.0,2.59,63,5.5605,1.1709,1675.11
R_20Mey89p8tRQZQv,79,1092.65,13.83,82.0,7.0,173.0,5.24,63,5.8605,1.4048,1628.97
R_20Msk5SVRSNd9IG,1,19.95,19.95,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_20O6baqxT4T2CbA,37,1031.21,27.87,40.0,31.0,149.0,5.32,27,4.5306,3.7347,1732.22
R_20OIhkKq0f47R7P,12,161.22,13.44,15.0,16.0,164.0,23.43,11,3.4183,0.845,195.06
R_20ON9TjJWV64IZO,61,2172.53,35.62,61.0,3.0,177.0,7.08,34,4.7642,1.9546,1558.24
R_20Osd2RzVE5YY5I,15,290.58,19.37,15.0,20.0,160.0,16.0,13,3.6402,0.0125,147.36
R_20OviMsTBVJMnGX,14,544.54,38.9,14.0,46.0,134.0,16.75,11,3.3788,0.187,430.99
R_20S7crqtX9XLeBx,18,507.68,28.2,18.0,23.0,157.0,15.7,16,3.9058,0.5829,321.63
R_20T14Qh9qBuMaHv,24,635.34,26.47,24.0,4.0,176.0,11.0,14,3.4387,0.235,130.0
R_20TAzxGcUSMw2Gy,38,874.15,23.0,44.0,14.0,166.0,6.64,29,4.553,0.3419,606.29
R_20TfrMlw0zMoVHi,13,272.84,20.99,13.0,99.0,81.0,10.12,7,2.3535,0.0,418.21
R_20Tno99oqi4fxFc,2,28.98,14.49,2.0,180.0,0.0,180.0,2,1.0,0.0,126.1
R_20UOk2sYH5wzAuK,14,190.18,13.58,14.0,104.0,76.0,38.0,11,3.3788,0.0,0.0
R_20URm9nTtAT8LS4,40,1075.46,26.89,40.0,2.0,178.0,8.09,29,4.5618,2.9755,1408.57
R_20UwEYQV7dpm1dK,9,191.56,21.28,9.0,21.0,159.0,39.75,6,2.5033,0.1501,165.76999999999998
R_20UxPwlfYjaIV5k,39,1358.79,34.84,39.0,9.0,171.0,7.12,24,4.2143,0.3858,1091.4
R_20V73ixsOYXCBbP,27,439.71,16.29,27.0,14.0,166.0,11.86,17,3.7542,3.14,1484.02
R_20V7srZUzANQQ4T,25,621.38,24.86,34.0,7.0,173.0,11.53,17,3.6978,1.433,337.08000000000004
R_20VzvJRJfQuBK0A,31,491.33,15.85,31.0,14.0,166.0,11.07,21,4.18,0.5514,136.2
R_20Yd9DvrGselmZY,97,1445.58,14.9,103.0,4.0,176.0,2.75,38,4.5148,0.7005,1880.3999999999999
R_20Z3XrmdVrFDp3r,39,814.36,20.88,42.0,19.0,161.0,8.94,22,4.1787,0.9265,626.89
R_20rMPVuNlCXF2JH,5,371.25,74.25,9.0,32.0,148.0,74.0,4,1.9219,0.1485,311.24
R_210MlTBRwtBwWf6,24,224.59,9.36,36.0,123.0,57.0,19.0,18,4.0221,0.0,286.15
R_210V9S2KUSs9UGB,34,1432.64,42.14,35.0,15.0,165.0,6.88,23,4.1973,1.0842,1087.74
R_210tLKdUbUZuf7O,57,1250.01,21.93,58.0,2.0,178.0,5.56,35,4.6571,2.1354,3223.6
R_214Wm7S7308feRf,7,181.71,25.96,8.0,37.0,143.0,28.6,6,2.5216,2.4356,550.98
R_2168OvDHlcfRvmt,10,279.89,27.99,10.0,21.0,159.0,31.8,7,2.5219,1.334,964.8199999999999
R_216WhvHrMypmTfl,9,164.32,18.26,12.0,91.0,89.0,14.83,7,2.7255,0.0,654.6899999999999
R_216bCmDHZYPaK04,30,454.34,15.14,30.0,13.0,167.0,11.13,18,3.9484,1.0264,1334.34
R_216xuriUk2Z7xTX,10,291.0,29.1,10.0,10.0,170.0,42.5,9,3.1219,9.8058,0.0
R_217oxO4haoe4tcE,1,102.29,102.29,1.0,180.0,0.0,180.0,1,-0.0,0.0,29.729999999999997
R_21A4xxuYvBDTAQm,4,92.53,23.13,4.0,40.0,140.0,46.67,4,2.0,0.6787,109.03999999999999
R_21A5SXlPE02tDEv,4,34.27,8.57,4.0,176.0,4.0,4.0,4,2.0,0.0,0.0
R_21B94A6XQ9h1HZb,18,220.92,12.27,21.0,20.0,160.0,40.0,17,4.0588,0.9552,222.03
R_21BTXJTPRkjhIWZ,1,25.99,25.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_21BehoUEuWS1JQC,3,46.94,15.65,3.0,106.0,74.0,37.0,3,1.585,0.0,848.42
R_21EtjPQuJMuZSHZ,1,62.76,62.76,1.0,180.0,0.0,180.0,1,-0.0,0.0,38.059999999999995
R_21G54IjScAJhDAM,18,348.13,19.34,18.0,1.0,179.0,19.89,16,3.9477,1.563,132.41
R_21GPeeqYRjC1kb1,48,917.48,19.11,53.0,21.0,159.0,4.82,25,3.943,0.7299,505.38
R_21HZ93fyBrvys2R,41,1003.2,24.47,41.0,8.0,172.0,10.75,20,3.6956,1.6301,1340.17
R_21aNrgZVQUA7xK3,1,24.79,24.79,1.0,180.0,0.0,180.0,1,-0.0,0.0,524.26
R_21aYCi0i7rVh5FQ,19,355.52,18.71,19.0,24.0,156.0,39.0,7,1.8785,4.6648,361.44
R_21bvhwyClIEWwTm,14,225.76,16.13,14.0,31.0,149.0,21.29,8,2.6385,1.5893,263.59000000000003
R_21cTMQKilozlXBu,24,286.29,11.93,25.0,8.0,172.0,21.5,9,2.4713,0.7184,386.13
R_21cWNjOOx90MLTG,6,148.17,24.7,6.0,21.0,159.0,53.0,5,2.2516,0.0961,200.8
R_21dFIMOBbJdo4uT,10,354.6,35.46,11.0,109.0,71.0,11.83,7,2.5219,0.0,342.59000000000003
R_21dlgeiCiQxhcXo,2,65.43,32.71,7.0,84.0,96.0,96.0,2,1.0,10.918,132.95
R_21hd1YVMlulldVy,4,52.52,13.13,4.0,101.0,79.0,79.0,3,1.5,0.0,116.91
R_21iH7SkDgNaQQ6b,26,403.3,15.51,27.0,9.0,171.0,19.0,17,3.8731,0.2419,960.65
R_21iJkzxgHehPTuM,2,48.98,24.49,2.0,6.0,174.0,174.0,2,1.0,4.4483,0.0
R_21j0vRI5h23O7fY,24,446.91,18.62,25.0,3.0,177.0,13.62,18,4.0221,0.208,941.44
R_21nqmq6huNc0eNi,2,37.97,18.98,3.0,51.0,129.0,129.0,2,1.0,0.357,0.0
R_21ntohm9l0O4R0Y,70,1735.89,24.8,72.0,7.0,173.0,9.11,41,4.8255,1.033,540.56
R_21oJWIgfHT7JV10,20,353.79,17.69,20.0,3.0,177.0,17.7,14,3.6219,2.5379,426.14
R_21sMUAqjBZfdrER,4,50.88,12.72,4.0,2.0,178.0,59.33,3,1.5,3.0737,98.43
R_21t7tPEpo7aTEHh,6,85.37,14.23,6.0,73.0,107.0,35.67,6,2.585,0.1034,126.59
R_21tDv0WhjsIxabL,41,1202.92,29.34,42.0,4.0,176.0,11.73,30,4.6961,0.4918,604.84
R_21ttkGbeIL6HdlR,28,903.27,32.26,31.0,84.0,96.0,4.57,21,4.1106,0.2803,1035.89
R_21uLzgXIQaIAaBw,10,385.81,38.58,11.0,19.0,161.0,23.0,6,2.3219,0.0794,467.69
R_21uibgT9dgqRD9J,70,1312.29,18.75,76.0,1.0,179.0,5.97,47,5.1395,2.5983,871.13
R_21v64TCmtpIIH87,16,649.38,40.59,16.0,1.0,179.0,13.77,15,3.875,1.3717,879.03
R_21vrOdR7S4szc1h,23,413.44,17.98,29.0,3.0,177.0,13.62,19,4.0888,0.5323,1517.93
R_21vtzOUrbyaVnsL,15,248.67,16.58,15.0,8.0,172.0,28.67,15,3.9069,5.1446,346.75
R_21yP1ZuMSzzaKJh,1,12.0,12.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_22AmuBuGI7iFD1n,17,184.5,10.85,19.0,9.0,171.0,17.1,13,3.5725,1.1168,201.36
R_22AqasPW903IXSY,5,384.1,76.82,5.0,1.0,179.0,44.75,4,1.9219,1.1804,1072.07
R_22DJIjS0M8yvaYO,22,694.69,31.58,22.0,18.0,162.0,11.57,16,3.7888,0.4032,969.1
R_22EqYPrCOjfHTvh,49,800.91,16.35,49.0,4.0,176.0,8.0,37,4.9776,1.4801,357.59
R_22FDJUEGrcHh4VD,50,1156.25,23.12,52.0,18.0,162.0,5.4,20,3.1715,0.3974,942.0
R_22FSIF8elLuTFyK,15,232.64,15.51,15.0,6.0,174.0,87.0,14,3.7736,1.0387,76.09
R_22Gj4pgXDsezuKw,12,276.83,23.07,12.0,33.0,147.0,14.7,11,3.4183,0.4491,194.57999999999998
R_22Gn4dE4LeRGLs2,61,1495.41,24.51,65.0,6.0,174.0,4.05,40,4.9114,1.2736,1930.09
R_22JMARsHO6ixPfT,1,174.99,174.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_22JlNGLs8i6SnZl,10,338.31,33.83,10.0,60.0,120.0,24.0,10,3.3219,3.1849,85.49
R_22KXkjjsQLNRz8z,1,5.18,5.18,1.0,180.0,0.0,180.0,1,-0.0,0.0,15.38
R_22KYqoomEYLo2wq,6,233.28,38.88,6.0,13.0,167.0,55.67,5,2.2516,0.0825,631.2
R_22LhWfg76oW592Y,61,718.06,11.77,62.0,6.0,174.0,12.43,33,4.4273,0.2776,107.57
R_22MkfF3QvG2hLAz,19,309.75,16.3,22.0,13.0,167.0,167.0,12,3.3661,0.0941,225.94
R_22PN2HxbOVDaT5t,6,387.3,64.55,6.0,41.0,139.0,69.5,6,2.585,0.0971,0.0
R_22Psw7KTkXTMEGl,1,50.0,50.0,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_22QYpfx86KSwry8,31,445.85,14.38,31.0,15.0,165.0,7.17,22,4.2084,0.2698,810.4
R_22RhdxIZQO8iwin,12,194.12,16.18,12.0,67.0,113.0,14.12,10,3.2516,0.2353,17.98
R_22RkxPVW3ypCgrG,19,541.78,28.51,23.0,37.0,143.0,14.3,9,2.6292,0.2926,175.32
R_22SxELlmhBQCe1C,94,3173.05,33.76,105.0,1.0,179.0,3.31,55,5.4522,1.1643,3974.1
R_22Wzy1G9WL8KGax,59,1462.81,24.79,79.0,17.0,163.0,6.27,26,4.1949,0.8151,2198.88
R_22XEVzemearX7mD,26,299.32,11.51,26.0,17.0,163.0,16.3,15,3.0458,0.7094,490.47
R_22XOWVbIo1lxpmy,42,711.34,16.94,43.0,36.0,144.0,6.86,22,4.0018,0.4111,1252.29
R_22YdEF4Zn3bvwe6,35,614.36,17.55,35.0,6.0,174.0,11.6,18,3.9002,0.7468,1542.8
R_22YsYorxl1ol9UE,2,25.28,12.64,2.0,180.0,0.0,180.0,2,1.0,0.0,268.55
R_22lXuLrKWHb829H,1,26.03,26.03,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_22mMopWqAj09mQc,22,701.36,31.88,23.0,13.0,167.0,12.85,10,2.7647,0.9225,1327.07
R_22nS4Bu8Q3B84gf,50,1994.5,39.89,54.0,11.0,169.0,14.08,26,4.0167,0.4397,1595.57
R_22nsUyYCxtQPQIk,4,143.2,35.8,4.0,93.0,87.0,43.5,3,1.5,0.0,49.4
R_22rJF9Az75VyMxb,20,299.6,14.98,20.0,12.0,168.0,21.0,18,4.0842,0.3747,289.67
R_22tZfZkw9b1zxls,66,2149.52,32.57,66.0,2.0,178.0,3.63,31,3.9935,0.6837,883.92
R_22udnXca5oRyxME,95,860.67,9.06,105.0,15.0,165.0,9.71,42,4.9572,0.3506,270.24
R_22xbDhXGfMIVHB2,5,177.91,35.58,5.0,8.0,172.0,86.0,5,2.3219,28.7012,0.0
R_22yrF4uq6PhC732,20,762.93,38.15,20.0,16.0,164.0,16.4,14,3.6087,0.501,114.82000000000001
R_22zUFw96HSXLvK9,15,371.77,24.78,15.0,1.0,179.0,17.9,8,2.6062,0.3426,326.12
R_231Z70wupQFdnTB,3,98.84,32.95,4.0,120.0,60.0,30.0,3,1.585,0.0,599.9499999999999
R_2338QGZaaaR1nho,25,659.64,26.39,25.0,28.0,152.0,10.86,18,3.8635,1.5616,944.35
R_233LIoxld2yja6j,14,344.18,24.58,14.0,77.0,103.0,25.75,13,3.6645,1.7634,150.68
R_234BxGg5xeilRtQ,2,64.16,32.08,2.0,95.0,85.0,85.0,1,-0.0,0.0,73.67
R_239wI20DbeKBIU5,9,179.5,19.94,9.0,27.0,153.0,30.6,7,2.7255,0.1075,151.1
R_23LGwgsgRxQiNJ7,7,160.45,22.92,7.0,100.0,80.0,20.0,6,2.5216,0.0,318.06
R_23ThXRxY2BTPyy5,22,372.54,16.93,25.0,29.0,151.0,15.1,13,3.3565,0.7577,1269.6200000000001
R_23UD8epqFL3A1rB,7,93.86,13.41,7.0,118.0,62.0,31.0,5,2.2359,0.0,0.0
R_23V8820W0FIJSgd,6,73.53,12.26,6.0,53.0,127.0,31.75,3,1.2516,1.9483,549.47
R_23Wbrmncvkhzk2L,27,879.23,32.56,31.0,23.0,157.0,8.26,17,3.736,1.2175,672.4799999999999
R_23ZDXN18izogrMk,33,615.43,18.65,35.0,1.0,179.0,35.8,27,4.6202,5.1543,459.8
R_23ZFbkgM7lOo1QE,5,65.32,13.06,5.0,112.0,68.0,17.0,4,1.9219,0.0,0.0
R_23ZwAcyeCLyHKAW,86,1849.65,21.51,99.0,1.0,179.0,3.38,50,5.054,1.0457,2746.7599999999998
R_23dSKA9sTXoQOMf,11,115.39,10.49,11.0,59.0,121.0,121.0,6,2.0495,0.508,209.28
R_23dl1M82ZW221h1,23,605.54,26.33,24.0,4.0,176.0,19.56,11,2.8484,0.6083,3776.0
R_23eD9Db68xpXl0d,25,590.07,23.6,25.0,2.0,178.0,22.25,8,1.9239,2.3992,1261.2
R_23ehCkgc0yrsnyb,1,14.75,14.75,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_23enipHqTsjcQfN,58,1160.64,20.01,59.0,20.0,160.0,5.33,43,5.1336,0.685,582.43
R_23f82WqsqmRxv81,10,393.67,39.37,10.0,17.0,163.0,23.29,10,3.3219,0.3626,708.3199999999999
R_23fX29Tyw0uC7Pd,15,278.16,18.54,15.0,21.0,159.0,26.5,12,3.4566,0.6416,738.66
R_23gCEoioC9LnEpm,3,124.0,41.33,3.0,123.0,57.0,28.5,2,0.9183,0.0,198.82
R_240KbZJVsY6fEEJ,12,274.48,22.87,13.0,20.0,160.0,32.0,8,2.7516,0.7251,438.56
R_242WvoRa1gqxJGV,23,533.58,23.2,25.0,7.0,173.0,9.61,16,3.7579,9.8716,498.88
R_246MTU2eVPGDYYV,2,24.98,12.49,2.0,180.0,0.0,180.0,2,1.0,0.0,7.67
R_247Ax9cFFZftmdh,140,3156.86,22.55,151.0,1.0,179.0,6.88,91,5.9803,1.4521,4067.7400000000002
R_248HEjiUt8tw60V,16,399.18,24.95,16.0,6.0,174.0,43.5,3,0.6686,3.3856,0.0
R_248iRXgLLXgwGMZ,40,1227.46,30.69,48.0,12.0,168.0,9.33,32,4.8719,0.209,940.9
R_249670wYZ5roq0q,3,223.31,74.44,3.0,112.0,68.0,34.0,3,1.585,0.0,0.0
R_24AHhMXKhqmb8zh,1,15.78,15.78,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_24B0L8fp0uSaj6n,27,837.59,31.02,28.0,3.0,177.0,10.41,14,3.0492,0.9045,675.83
R_24B0Lr48ZGfOyBr,1,19.99,19.99,1.0,180.0,0.0,180.0,1,-0.0,0.0,0.0
R_24BGQeYnh5rnOEv,21,494.15,23.53,22.0,6.0,174.0,21.75,16,3.8209,0.2495,328.41999999999996
R_24CoylaWTDs52IQ,41,1437.26,35.06,44.0,6.0,174.0,7.25,27,4.4522,0.4232,944.92
R_24DbIDhFrNpJkdz,2,49.91,24.95,2.0,169.0,11.0,11.0,2,1.0,0.0,620.93
R_24GfMQK7Qh4FF51,34,973.84,28.64,35.0,17.0,163.0,12.54,25,4.4519,0.5369,844.41
R_24HF9twScCsf5uy,19,324.99,17.1,19.0,2.0,178.0,59.33,13,3.4264,0.0979,22.98
R_24HjnyxNZEm32Xb,43,914.45,21.27,44.0,10.0,170.0,6.54,24,4.3907,0.4551,298.44
R_24ID7qKg4psU9jp,2,15.47,7.74,2.0,161.0,19.0,19.0,2,1.0,0.0,52.79
R_24INqi2ERG7Q8v3,87,1379.0,15.85,87.0,7.0,173.0,6.41,40,4.7974,0.2268,543.6
